filename,width,height,class,xmin,ymin,xmax,ymax
nasal_discharge_00000309_jpg.rf.a4fce3bee2fd8fee63e272b6ce24524a.jpg,300,300,nasal_discharge,126,186,178,218
nasal_discharge_00000969_jpg.rf.a4fcd04207cc4d8d6b0a6693a33c6701.jpg,270,270,nasal_discharge,167,149,197,188
skin_lesions_00000811_jpg.rf.a3f2df8e5f29569e61f3a353d2a5f39d.jpg,292,292,skin_lesions,2,45,242,192
keratosis_00000062_jpg.rf.a54532549810f0663876f2aa0081383d.jpg,286,286,keratosis,77,134,210,229
ocular_discharge_00000901_jpg.rf.a523eec7830dd2d326c7ad505c3fcaf2.jpg,272,272,ocular_discharge,99,150,135,175
circular_alopecia_00000228_jpg.rf.a52f2bb494a8a22e2cd93d0f0a817ece.jpg,286,286,circular_alopecia,105,137,189,262
nasal_discharge_00000032_jpg.rf.a57013a131fe908ad42108ae753e5dc4.jpg,296,296,nasal_discharge,62,173,107,228
nasal_discharge_00000363_jpg.rf.a545f08edd26f7833d4b00699896b7b9.jpg,300,300,nasal_discharge,87,164,110,184
skin_lesions_00000800_jpg.rf.a543b16c942ca2cb49f56914cc1d3d87.jpg,300,300,skin_lesions,0,126,235,253
keratosis_00000851_jpg.rf.a4d400d404fcfe81d7ade0f8778ddd82.jpg,272,272,keratosis,126,105,168,149
nasal_discharge_00000419_jpg.rf.a5568ad2bf639db775cbb5cb75fbefbd.jpg,300,300,nasal_discharge,70,138,99,176
skin_lesions_00000082_jpg.rf.a573f5898406aeb2107bac0a278f2482.jpg,292,292,skin_lesions,136,116,216,179
skin_lesions_00000399_jpg.rf.a5701e3ef9b3a1615a285b0f7f9f37ac.jpg,300,300,skin_lesions,220,131,298,190
keratosis_00000686_jpg.rf.a519f4f252cdb0a358b09fc1a453a71a.jpg,280,280,keratosis,119,162,154,203
ocular_discharge_00000276_jpg.rf.a56cae0877443748ca4924dccc4cb9d3.jpg,300,300,ocular_discharge,155,95,181,113
nasal_discharge_00000427_jpg.rf.a51103ada5882cb849bf14899ebeff30.jpg,280,280,nasal_discharge,167,112,193,150
skin_lesions_00000064_jpg.rf.a545d79a704118fd1fc870d249205097.jpg,300,300,skin_lesions,126,159,157,182
skin_lesions_00000382_jpg.rf.a564a13e0c35b570520f4f7a6cf2eca6.jpg,296,296,skin_lesions,84,85,153,195
circular_alopecia_00000458_jpg.rf.a55bd606d8d7f4939e84b201c27eb573.jpg,284,284,circular_alopecia,174,147,204,167
nasal_discharge_00000577_jpg.rf.a590c025a2bc41c4f92c27f17bb7252c.jpg,272,272,nasal_discharge,111,109,193,170
skin_lesions_00000612_jpg.rf.a580536d89a82e9c19cdaef739b6cdf4.jpg,300,300,skin_lesions,86,95,193,151
nasal_discharge_00000056_jpg.rf.a5998ade5cf2831caade374996bd8a73.jpg,300,300,nasal_discharge,15,141,106,231
circular_alopecia_00000844_jpg.rf.a57911cac957f24ca1e67358f4efe0e0.jpg,300,300,circular_alopecia,166,174,186,192
skin_lesions_00000584_jpg.rf.a599225ece232a94d330c45509617437.jpg,292,292,skin_lesions,107,50,178,157
circular_alopecia_00000954_jpg.rf.a5a949e5330edbb560a36bc363a9b478.jpg,278,278,circular_alopecia,247,96,267,132
circular_alopecia_00000954_jpg.rf.a5a949e5330edbb560a36bc363a9b478.jpg,278,278,circular_alopecia,211,63,231,94
circular_alopecia_00000954_jpg.rf.a5a949e5330edbb560a36bc363a9b478.jpg,278,278,circular_alopecia,209,93,232,124
circular_alopecia_00000954_jpg.rf.a5a949e5330edbb560a36bc363a9b478.jpg,278,278,circular_alopecia,194,82,212,112
circular_alopecia_00000954_jpg.rf.a5a949e5330edbb560a36bc363a9b478.jpg,278,278,circular_alopecia,182,133,203,173
circular_alopecia_00000954_jpg.rf.a5a949e5330edbb560a36bc363a9b478.jpg,278,278,circular_alopecia,202,127,222,155
circular_alopecia_00000341_jpg.rf.a58082c2d647d6bb0d21d062cc93eed7.jpg,300,300,circular_alopecia,45,120,64,145
circular_alopecia_00000341_jpg.rf.a58082c2d647d6bb0d21d062cc93eed7.jpg,300,300,circular_alopecia,74,212,91,237
nasal_discharge_00000542_jpg.rf.a5af66118238d59a9fd18f0931949581.jpg,286,286,nasal_discharge,61,139,104,194
keratosis_00000565_jpg.rf.a5b88c72775fb1153afb441ab1ec43bf.jpg,300,300,keratosis,15,48,287,147
keratosis_00000082_jpg.rf.a57fa6afdfcd00c00f59308f4fdb1a11.jpg,278,278,keratosis,103,73,187,200
ocular_discharge_00000901_jpg.rf.a53626d1062dedeeffaab4ddabc6b0ce.jpg,300,300,ocular_discharge,116,137,134,170
ocular_discharge_00000751_jpg.rf.a5b68d1f44e9ca5e37e2dec44e17433d.jpg,300,300,ocular_discharge,192,158,211,181
circular_alopecia_00000927_jpg.rf.a5b5a353ace5bd6a82d88fb1510eb973.jpg,282,282,circular_alopecia,78,149,118,182
circular_alopecia_00000927_jpg.rf.a5b5a353ace5bd6a82d88fb1510eb973.jpg,282,282,circular_alopecia,79,174,113,203
circular_alopecia_00000927_jpg.rf.a5b5a353ace5bd6a82d88fb1510eb973.jpg,282,282,circular_alopecia,128,185,165,213
circular_alopecia_00000927_jpg.rf.a5b5a353ace5bd6a82d88fb1510eb973.jpg,282,282,circular_alopecia,133,206,171,235
circular_alopecia_00000927_jpg.rf.a5b5a353ace5bd6a82d88fb1510eb973.jpg,282,282,circular_alopecia,103,197,142,225
circular_alopecia_00000927_jpg.rf.a5b5a353ace5bd6a82d88fb1510eb973.jpg,282,282,circular_alopecia,81,211,118,245
circular_alopecia_00000927_jpg.rf.a5b5a353ace5bd6a82d88fb1510eb973.jpg,282,282,circular_alopecia,66,227,106,257
nasal_discharge_00000985_jpg.rf.a574c5375609d735b827eaf4c0463aba.jpg,284,284,nasal_discharge,40,151,83,199
skin_lesions_00000317_jpg.rf.a5799f5492edd04358c3058cad2d04ab.jpg,288,288,skin_lesions,4,63,188,272
ocular_discharge_00000006_jpg.rf.a5ba6cebc50806a73809360d407ec186.jpg,300,300,ocular_discharge,166,150,191,168
skin_lesions_00000246_jpg.rf.a5af59e2f32493bd72eb35a9cce3b894.jpg,300,300,skin_lesions,63,171,91,207
conjunctival_injection_or_redness_00000106_jpg.rf.a5a2e41e77aafec44957d7c42e9ae886.jpg,278,278,conjunctival_injection_or_redness,172,134,204,171
circular_alopecia_00000014_jpg.rf.a5f07445850a12d5ee92a408f002f346.jpg,270,270,circular_alopecia,118,131,180,179
keratosis_00000308_jpg.rf.a5d592c078bc55e9607f49f74b83d28b.jpg,296,296,keratosis,94,38,228,214
ocular_discharge_00000774_jpg.rf.a5c06511c6ec0a27ee134cc6dc0212e4.jpg,268,268,ocular_discharge,76,108,103,135
ocular_discharge_00000055_jpg.rf.a59f57b8da671fb0a3d9ebbc4ec6158a.jpg,278,278,ocular_discharge,97,42,148,104
keratosis_00000071_jpg.rf.a5eb0b3fa014a2898e8637868237111e.jpg,288,288,keratosis,146,88,253,251
circular_alopecia_00000736_jpg.rf.a5bafb3a12df97b41df725dc7dacc980.jpg,300,300,circular_alopecia,259,76,299,201
circular_alopecia_00000736_jpg.rf.a5bafb3a12df97b41df725dc7dacc980.jpg,300,300,circular_alopecia,222,0,287,94
circular_alopecia_00000736_jpg.rf.a5bafb3a12df97b41df725dc7dacc980.jpg,300,300,circular_alopecia,170,17,257,181
conjunctival_injection_or_redness_00000917_jpg.rf.a5f9d57531141d38651b0d15e2836673.jpg,282,282,conjunctival_injection_or_redness,126,108,178,176
keratosis_00000205_jpg.rf.a5cbe2e4103c6ce4caeef2ba782b037d.jpg,300,300,keratosis,83,75,267,166
keratosis_00000574_jpg.rf.a5f2c9b138512d0c71fff0154b10877c.jpg,270,270,keratosis,16,26,270,180
ocular_discharge_00000076_jpg.rf.a5f30ec1c62b380b63ed3b40d3f5474a.jpg,300,300,ocular_discharge,78,113,102,136
nasal_discharge_00000101_jpg.rf.a6023e45b179c62ce6bf9fea5bc1053a.jpg,300,300,nasal_discharge,165,45,213,131
skin_lesions_00000633_jpg.rf.a5e68c139c6859f88b9a9cebccdf073e.jpg,300,300,skin_lesions,203,116,299,170
circular_alopecia_00000614_jpg.rf.a5f5f7edd892fde40a5121d23eab805f.jpg,292,292,circular_alopecia,203,117,250,173
ocular_discharge_00000702_jpg.rf.a5f97ac7a1df8bfd30fe686e1cfc3423.jpg,300,300,ocular_discharge,133,117,147,133
ocular_discharge_00000702_jpg.rf.a5f97ac7a1df8bfd30fe686e1cfc3423.jpg,300,300,ocular_discharge,171,122,186,139
ocular_discharge_00000719_jpg.rf.a5f5986df6247dc2b653de7e869b80be.jpg,300,300,ocular_discharge,89,119,105,142
circular_alopecia_00000584_jpg.rf.a52026292fc4671260e7036e406e2df7.jpg,276,276,circular_alopecia,83,98,129,135
skin_lesions_00000884_jpg.rf.a5f46e84ae768f50472e3e613dc5029e.jpg,298,298,skin_lesions,165,15,298,257
ocular_discharge_00000870_jpg.rf.a63197a0585b9643cd664ffbdfeac0d6.jpg,300,300,ocular_discharge,123,157,160,178
skin_lesions_00000338_jpg.rf.a5bac90226ffdc8725c5e39f197d674b.jpg,294,294,skin_lesions,141,86,214,210
nasal_discharge_00000286_jpg.rf.a4f59f7ea426694bf1450269de02e716.jpg,272,272,nasal_discharge,161,61,238,154
keratosis_00000832_jpg.rf.a63f50c44e727d5ec5337c3cf306a8a3.jpg,296,296,keratosis,113,127,154,166
skin_lesions_00000180_jpg.rf.a640ddca8e67d877e37b9ef6081183ae.jpg,300,300,skin_lesions,175,85,257,246
keratosis_00000561_jpg.rf.a637f306638e268337a3426f1cdcd11d.jpg,274,274,keratosis,84,3,183,193
circular_alopecia_00000839_jpg.rf.a6432bbb7aa457e55a1339e5ca0fcf1d.jpg,292,292,circular_alopecia,180,111,199,131
keratosis_00000380_jpg.rf.a64aaa1e736a4c4b8b2072e470c69627.jpg,278,278,keratosis,21,37,153,228
skin_lesions_00000841_jpg.rf.a5c2f8b9b28fa000ff5a80d3d2cc4fe7.jpg,288,288,skin_lesions,27,0,175,229
skin_lesions_00000764_jpg.rf.a63032dc0e506ce60294672745b41475.jpg,278,278,skin_lesions,59,0,278,275
nasal_discharge_00000569_jpg.rf.a6544382272f0b71c323606529402131.jpg,300,300,nasal_discharge,145,132,210,168
skin_lesions_00000075_jpg.rf.a637681c8f3a6468ec4b7c985aaa9d92.jpg,278,278,skin_lesions,70,102,131,176
nasal_discharge_00000031_jpg.rf.a6a3c3d2b059a11d665475b8804888b0.jpg,300,300,nasal_discharge,68,175,126,214
keratosis_00000227_jpg.rf.a64b82dd1c86776333703bb3757a5221.jpg,300,300,keratosis,111,46,278,141
skin_lesions_00000991_jpg.rf.a66e4282d5542494f6e234661d6e7118.jpg,300,300,skin_lesions,0,60,204,242
ocular_discharge_00000251_jpg.rf.a668f19a2a2ca94b1c760b9facb4f139.jpg,270,270,ocular_discharge,196,94,226,118
keratosis_00000373_jpg.rf.a68893f4c0f11a66fb0fa87ba2693825.jpg,284,284,keratosis,122,37,275,245
skin_lesions_00000523_jpg.rf.a65802b0361ddd783e6dc46ed1e80708.jpg,298,298,skin_lesions,106,88,188,189
skin_lesions_00000006_jpg.rf.a6882ce0c23446ab1bd24a75f66261a5.jpg,296,296,skin_lesions,109,116,159,194
circular_alopecia_00000290_jpg.rf.a6715a0dee5f54ef445016d37076e19e.jpg,292,292,circular_alopecia,93,156,162,207
ocular_discharge_00000263_jpg.rf.a671467a0aa111f139c3c88a839d1c9b.jpg,276,276,ocular_discharge,177,66,198,93
conjunctival_injection_or_redness_00000263_jpg.rf.a66a311801e7c2c08133d287a1986a18.jpg,300,300,conjunctival_injection_or_redness,191,124,243,225
ocular_discharge_00000587_jpg.rf.a6a27ad697baa4064a09165d603b6f99.jpg,300,300,ocular_discharge,193,142,229,201
skin_lesions_00000471_jpg.rf.a6b9ca0dd2127f72ad302aa73cd97166.jpg,284,284,skin_lesions,95,100,282,239
skin_lesions_00000336_jpg.rf.a6b3e4cd7abe62fb993f9d74a073fea5.jpg,300,300,skin_lesions,79,93,211,157
circular_alopecia_00000590_jpg.rf.a6b0f4b33bb081dbd74d30e50075a6bb.jpg,300,300,circular_alopecia,82,237,122,291
skin_lesions_00000622_jpg.rf.a67cd684bd61d86087c14d814f2af399.jpg,278,278,skin_lesions,141,62,199,172
conjunctival_injection_or_redness_00000678_jpg.rf.a6c03a6e1dc7856b3eea4fdb1b96e979.jpg,300,300,conjunctival_injection_or_redness,96,115,139,166
skin_lesions_00000114_jpg.rf.a6ba78e68afe73f9309f03fd98d44187.jpg,292,292,skin_lesions,98,142,152,218
skin_lesions_00000108_jpg.rf.9cc27d4b13a2dc4a798185884a09352e.jpg,300,300,skin_lesions,162,118,228,153
keratosis_00000721_jpg.rf.a67311bed63901ec09195d4c7f7e594b.jpg,276,276,keratosis,167,118,203,145
keratosis_00000108_jpg.rf.a6be5b452c0760bb7336450c85dc8851.jpg,274,274,keratosis,91,58,222,162
ocular_discharge_00000947_jpg.rf.a5a7168c5c0f0f74ad644d1ec46f7022.jpg,278,278,ocular_discharge,18,74,109,181
circular_alopecia_00000794_jpg.rf.a6d037c4c273917c312fe117160f6386.jpg,300,300,circular_alopecia,161,223,182,240
keratosis_00000947_jpg.rf.a6d7f8229b1adc94150240842ff0ec53.jpg,286,286,keratosis,0,86,190,281
conjunctival_injection_or_redness_00000396_jpg.rf.a6cadd3f64b0360f06dfd5991e23cccd.jpg,270,270,conjunctival_injection_or_redness,86,32,157,134
nasal_discharge_00000899_jpg.rf.a6e1e1d7c960f9a6a497fcc7ea8af081.jpg,270,270,nasal_discharge,0,71,149,112
conjunctival_injection_or_redness_00000755_jpg.rf.a6efe34f7b517a0efba4a41507a37fa8.jpg,300,300,conjunctival_injection_or_redness,120,144,139,165
circular_alopecia_00000571_jpg.rf.a6e4d9fc68f49a881d398e00b479b775.jpg,300,300,circular_alopecia,130,47,166,93
skin_lesions_00000676_jpg.rf.a69a8f8bd47cb764f1807075ce7471f4.jpg,300,300,skin_lesions,114,0,205,78
circular_alopecia_00000292_jpg.rf.a6d932e51a53f99864b1f3566761c8bd.jpg,300,300,circular_alopecia,156,132,195,198
nasal_discharge_00000194_jpg.rf.a6cd5921753136792ec2976a8214a3c1.jpg,278,278,nasal_discharge,118,109,200,179
circular_alopecia_00000936_jpg.rf.a6e61f5040b3b6ce6ce051ef73331338.jpg,286,286,circular_alopecia,73,102,111,128
circular_alopecia_00000936_jpg.rf.a6e61f5040b3b6ce6ce051ef73331338.jpg,286,286,circular_alopecia,80,80,112,104
circular_alopecia_00000936_jpg.rf.a6e61f5040b3b6ce6ce051ef73331338.jpg,286,286,circular_alopecia,132,84,161,103
circular_alopecia_00000936_jpg.rf.a6e61f5040b3b6ce6ce051ef73331338.jpg,286,286,circular_alopecia,145,64,175,85
circular_alopecia_00000936_jpg.rf.a6e61f5040b3b6ce6ce051ef73331338.jpg,286,286,circular_alopecia,112,68,145,90
circular_alopecia_00000936_jpg.rf.a6e61f5040b3b6ce6ce051ef73331338.jpg,286,286,circular_alopecia,94,44,126,68
circular_alopecia_00000936_jpg.rf.a6e61f5040b3b6ce6ce051ef73331338.jpg,286,286,circular_alopecia,83,26,115,46
circular_alopecia_00000936_jpg.rf.a6e61f5040b3b6ce6ce051ef73331338.jpg,286,286,circular_alopecia,0,93,22,114
ocular_discharge_00000219_jpg.rf.a68ab535e3970b6591eb34798c9956d8.jpg,300,300,ocular_discharge,191,85,219,102
skin_lesions_00000180_jpg.rf.a6ecd34c407f036431f598f0221e2bad.jpg,278,278,skin_lesions,156,89,278,265
circular_alopecia_00000793_jpg.rf.a6d2e74909bcff48baacd1c2fb605c27.jpg,300,300,circular_alopecia,161,223,182,240
nasal_discharge_00000402_jpg.rf.a6dd824bb67f68ca44d5d30c44407860.jpg,278,278,nasal_discharge,68,150,98,165
nasal_discharge_00000069_jpg.rf.a6fcccd44ea2e877cdf2719113edb7ae.jpg,284,284,nasal_discharge,18,124,89,196
keratosis_00000560_jpg.rf.a65baf5df6c6553d0d282da216e4ab20.jpg,300,300,keratosis,0,87,245,186
nasal_discharge_00000596_jpg.rf.a6f32e2842df704191a2aa2a9ca5a301.jpg,278,278,nasal_discharge,98,202,133,232
conjunctival_injection_or_redness_00000054_jpg.rf.a6e95723413841569a7942ccf6f748d8.jpg,270,270,conjunctival_injection_or_redness,141,53,212,115
nasal_discharge_00000755_jpg.rf.a703d53355f97dcfc6b00010ab77072e.jpg,286,286,nasal_discharge,58,89,96,131
circular_alopecia_00000305_jpg.rf.a720db4f0bcb73a02a1689b31b7b267b.jpg,272,272,circular_alopecia,89,77,165,194
nasal_discharge_00000913_jpg.rf.a7286805ef4ffbcb5e1bdbcf57561017.jpg,294,294,nasal_discharge,75,68,178,122
keratosis_00000389_jpg.rf.a736ee74148860d32f6beff8235c5fc6.jpg,274,274,keratosis,0,28,199,188
keratosis_00000236_jpg.rf.a6f529d956aed8a663ab9f9bc01aba74.jpg,278,278,keratosis,129,74,258,242
circular_alopecia_00000324_jpg.rf.a66d0a76f38d45031b9245effa558ef7.jpg,270,270,circular_alopecia,31,87,119,124
skin_lesions_00000041_jpg.rf.a728f0bbaffa7d40f960a9e5df722853.jpg,292,292,skin_lesions,97,96,144,169
keratosis_00000730_jpg.rf.a739b2d30a3089b324fdb6fbae48abb2.jpg,300,300,keratosis,128,169,155,203
conjunctival_injection_or_redness_00000919_jpg.rf.a722c7e0a7ab99277c6d9f9f9939d04b.jpg,292,292,conjunctival_injection_or_redness,112,113,186,175
circular_alopecia_00000749_jpg.rf.a73fd7cc09ebb3e13f405bc95aaa8315.jpg,294,294,circular_alopecia,264,153,286,179
ocular_discharge_00000937_jpg.rf.a6cef82d35a56b5f2c67377a7d3980a8.jpg,300,300,ocular_discharge,83,106,178,205
skin_lesions_00000003_jpg.rf.a74b32c1ad37fdcec5d94a7ac409dfbb.jpg,300,300,skin_lesions,108,115,171,148
skin_lesions_00000922_jpg.rf.a73acaa644e3c81261975861b56fbc31.jpg,296,296,skin_lesions,0,4,134,153
nasal_discharge_00000414_jpg.rf.a7715c135bae4a69b67de8710b4e1513.jpg,276,276,nasal_discharge,161,162,181,197
ocular_discharge_00000830_jpg.rf.a77355875e666c550446e068c3123b5c.jpg,294,294,ocular_discharge,180,133,199,145
keratosis_00000847_jpg.rf.a768f4f1180679ec715d386bc01fd8eb.jpg,286,286,keratosis,116,137,159,182
conjunctival_injection_or_redness_00000250_jpg.rf.a7647f373a3b2b8dc9e7ec97ed143eca.jpg,294,294,conjunctival_injection_or_redness,2,32,87,160
nasal_discharge_00000897_jpg.rf.a76359a656b80f6eb91b0903d27d290e.jpg,286,286,nasal_discharge,29,102,188,162
conjunctival_injection_or_redness_00000831_jpg.rf.a784b11046accc4ce5dc8e4354df1804.jpg,286,286,conjunctival_injection_or_redness,205,115,231,137
skin_lesions_00000647_jpg.rf.a77562dd0b08e3534c9d88b19fec9201.jpg,300,300,skin_lesions,184,183,285,238
keratosis_00000931_jpg.rf.a74fb0948582211de19aed18635c8303.jpg,300,300,keratosis,84,56,218,229
circular_alopecia_00000999_jpg.rf.a774530d53329f446b16129e403da743.jpg,300,300,circular_alopecia,159,25,210,58
conjunctival_injection_or_redness_00000915_jpg.rf.a7442fa4bf1d6d9bed4b71e976987fcd.jpg,300,300,conjunctival_injection_or_redness,134,125,177,190
keratosis_00000605_jpg.rf.a78fc08deeae59f180f79aff107780c3.jpg,278,278,keratosis,19,1,75,108
conjunctival_injection_or_redness_00000808_jpg.rf.a7c0382d087bd8efc4eb4eaf1d7ecdb7.jpg,292,292,conjunctival_injection_or_redness,148,53,176,91
conjunctival_injection_or_redness_00000911_jpg.rf.a74b7aca070411b62e5eac9a4201f6bd.jpg,270,270,conjunctival_injection_or_redness,112,118,166,190
keratosis_00000245_jpg.rf.a78b44d89ba526f67a9130f315de9882.jpg,270,270,keratosis,25,100,197,227
keratosis_00000549_jpg.rf.a7bbb761a2789b5a392844f73898a6db.jpg,300,300,keratosis,16,0,299,149
keratosis_00000056_jpg.rf.a79343336d0c9c137e63f8e42971fe1e.jpg,272,272,keratosis,81,73,208,169
keratosis_00000944_jpg.rf.a79d2eeeb8ee969b189b24a2cb99d7e8.jpg,278,278,keratosis,73,124,176,228
keratosis_00000944_jpg.rf.a79d2eeeb8ee969b189b24a2cb99d7e8.jpg,278,278,keratosis,21,78,126,169
circular_alopecia_00000130_jpg.rf.a7c11cb4f61e2083bf12ae959e69ad83.jpg,300,300,circular_alopecia,83,94,124,142
keratosis_00000890_jpg.rf.a834c06b4ac98766d2c3981e41661c96.jpg,300,300,keratosis,123,146,162,183
keratosis_00000198_jpg.rf.a7c55ddd4163dfab02114e3881e895e3.jpg,284,284,keratosis,63,48,211,150
keratosis_00000198_jpg.rf.a7c55ddd4163dfab02114e3881e895e3.jpg,284,284,keratosis,133,130,249,253
keratosis_00000016_jpg.rf.a802d3e7b4729f6deb4f2d26e3322b7c.jpg,274,274,keratosis,70,30,176,209
skin_lesions_00000136_jpg.rf.a7985ba300f30c53cf7f41eae8bcaf5c.jpg,276,276,skin_lesions,160,170,200,241
ocular_discharge_00000613_jpg.rf.a7c2dcda1a83bb4a8ce0de3d679ec54e.jpg,286,286,ocular_discharge,155,146,182,182
circular_alopecia_00000536_jpg.rf.a7dff47f4df481b0216da63f24077fd6.jpg,300,300,circular_alopecia,142,106,176,152
skin_lesions_00000675_jpg.rf.a7aca53ac1fcd3ca85ee36a35ada04b6.jpg,270,270,skin_lesions,141,74,192,115
skin_lesions_00000434_jpg.rf.a80739ef8efb924e7a45c62d15ff28d0.jpg,280,280,skin_lesions,82,78,133,138
circular_alopecia_00000465_jpg.rf.a80e225a89a4bc67d5c414fda23fd9c3.jpg,286,286,circular_alopecia,130,170,166,201
ocular_discharge_00000275_jpg.rf.a7d4c1dd3eb777ec029c13746a8e0408.jpg,282,282,ocular_discharge,81,121,106,151
skin_lesions_00000879_jpg.rf.a833d2eecb5654b236ab9113798c2de9.jpg,282,282,skin_lesions,59,9,282,159
circular_alopecia_00000521_jpg.rf.a821ee435f612868ed315da547f35d1c.jpg,300,300,circular_alopecia,116,101,143,141
skin_lesions_00000672_jpg.rf.a80559711e2791f47e00cd89192f8b96.jpg,280,280,skin_lesions,128,28,182,134
skin_lesions_00000426_jpg.rf.a7dcad327d0351f244f1aae03ebd0e33.jpg,292,292,skin_lesions,125,146,185,197
nasal_discharge_00000713_jpg.rf.a81985fc845db915f409779eaeed8fb5.jpg,300,300,nasal_discharge,79,106,111,145
nasal_discharge_00000023_jpg.rf.a836b4a91053b5d044f84070daf0e222.jpg,288,288,nasal_discharge,71,140,125,212
conjunctival_injection_or_redness_00000106_jpg.rf.a840f78631d5c0d45d3afb292b469b0a.jpg,300,300,conjunctival_injection_or_redness,166,111,193,145
keratosis_00000472_jpg.rf.a83c9f2f7f30d349737135196ad17a7d.jpg,292,292,keratosis,72,38,204,224
ocular_discharge_00000025_jpg.rf.a837741a93b701a4e8f6ca6b8e025b92.jpg,298,298,ocular_discharge,118,147,143,175
skin_lesions_00000119_jpg.rf.a8390edc00630a9b7fd83f052d612aca.jpg,270,270,skin_lesions,178,76,268,155
skin_lesions_00000786_jpg.rf.a84a32832a780a949231da8bacd76b8d.jpg,294,294,skin_lesions,104,75,259,294
ocular_discharge_00000528_jpg.rf.a84b984d57a59a202f0d2a410d824d40.jpg,292,292,ocular_discharge,131,157,177,188
skin_lesions_00000626_jpg.rf.a8430742ecf96909c71b23f498a8759d.jpg,300,300,skin_lesions,97,93,204,149
keratosis_00000446_jpg.rf.a850b20615534a449e1d2a8dc0b4da07.jpg,300,300,keratosis,76,41,277,154
keratosis_00000737_jpg.rf.a8526dd1d443be43043e1f6b50b80ebf.jpg,300,300,keratosis,127,158,154,192
conjunctival_injection_or_redness_00000095_jpg.rf.a85dfa2c8a5e00b874be4dd9c2bb56d7.jpg,300,300,conjunctival_injection_or_redness,80,128,153,210
keratosis_00000332_jpg.rf.a7eb09552aff6f50e8fe1c3252a9cabe.jpg,300,300,keratosis,80,128,287,295
circular_alopecia_00000239_jpg.rf.a8745306fe5612c487e83834aaca32f4.jpg,276,276,circular_alopecia,113,64,152,115
conjunctival_injection_or_redness_00000304_jpg.rf.a85224e6fa242c4fbd32d6bdf955b8ac.jpg,274,274,conjunctival_injection_or_redness,76,164,103,187
conjunctival_injection_or_redness_00000304_jpg.rf.a85224e6fa242c4fbd32d6bdf955b8ac.jpg,274,274,conjunctival_injection_or_redness,153,175,178,196
skin_lesions_00000688_jpg.rf.a87b2faa50edd91dcab3a6f179d76589.jpg,300,300,skin_lesions,153,153,221,232
ocular_discharge_00000391_jpg.rf.a883fe186420195d1654c9130be335ad.jpg,270,270,ocular_discharge,100,114,153,147
nasal_discharge_00000126_jpg.rf.a85a86a558aff547db949c588ae2cf9e.jpg,274,274,nasal_discharge,89,50,161,101
skin_lesions_00000381_jpg.rf.a89a4069b93323f7c086fa649afd7522.jpg,286,286,skin_lesions,96,99,183,213
keratosis_00000369_jpg.rf.a89243a58a03e93bf18595819f320fef.jpg,300,300,keratosis,55,120,247,208
keratosis_00000008_jpg.rf.a8a59553e5cac62e7123ab35478ab247.jpg,296,296,keratosis,33,90,109,139
keratosis_00000656_jpg.rf.a881daecc5ca5dabf29133dfbee8281a.jpg,292,292,keratosis,70,19,183,262
ocular_discharge_00000770_jpg.rf.a8adbbe5f84552df63c8e65259274180.jpg,300,300,ocular_discharge,41,198,112,223
conjunctival_injection_or_redness_00000708_jpg.rf.a85375a7d78911d49bedac4be0d94c1a.jpg,278,278,conjunctival_injection_or_redness,137,113,205,167
nasal_discharge_00000394_jpg.rf.a8a0e53b66cebd3931908fcf04a5ff94.jpg,280,280,nasal_discharge,40,97,184,197
skin_lesions_00000287_jpg.rf.a8a61ecd0bd22e684ffde261f53b764e.jpg,300,300,skin_lesions,124,108,176,183
ocular_discharge_00000620_jpg.rf.a8b4da6ba01af12f9d0825115bfd910b.jpg,288,288,ocular_discharge,147,128,166,147
ocular_discharge_00000620_jpg.rf.a8b4da6ba01af12f9d0825115bfd910b.jpg,288,288,ocular_discharge,191,128,208,149
nasal_discharge_00000812_jpg.rf.a861232a3d128613d64422aa5aa30c7e.jpg,300,300,nasal_discharge,131,132,157,159
keratosis_00000098_jpg.rf.a86a9550becca16eb0c9a24147cd1eb4.jpg,274,274,keratosis,116,59,273,173
keratosis_00000450_jpg.rf.a86223a9ad6be5c4cf17b7e86baf6f04.jpg,300,300,keratosis,121,65,242,253
ocular_discharge_00000470_jpg.rf.a8a57431e9a09a9cc4141e1f5debb821.jpg,298,298,ocular_discharge,126,66,190,114
nasal_discharge_00000349_jpg.rf.a8b4ffd4b0175fef9e0bacfd44511673.jpg,296,296,nasal_discharge,123,225,153,257
nasal_discharge_00000864_jpg.rf.a8a3806ae8257ddb4cd4f114c729b072.jpg,300,300,nasal_discharge,158,115,190,177
conjunctival_injection_or_redness_00000649_jpg.rf.a8b0c0298f21a610501e3d59d9b06593.jpg,300,300,conjunctival_injection_or_redness,124,112,165,164
ocular_discharge_00000544_jpg.rf.a8ebfde5007e6a967c9862e81bce2975.jpg,292,292,ocular_discharge,82,161,116,211
nasal_discharge_00000236_jpg.rf.a8c355d69efb9f7d94f58d775fce352b.jpg,300,300,nasal_discharge,52,91,104,132
skin_lesions_00000990_jpg.rf.a8bd4e976ffeea538a3a442615bbcae1.jpg,300,300,skin_lesions,0,60,204,242
circular_alopecia_00000044_jpg.rf.a90614dc673d546f57c753adfe4db900.jpg,300,300,circular_alopecia,145,106,175,148
skin_lesions_00000377_jpg.rf.a8ce0cbec5dce9626f51ebbe16326cf5.jpg,300,300,skin_lesions,102,96,205,153
